,Year,Player,Pos,Age,Tm,G,TS%,3P%,2P%
21012,2011,Jason Smith,C,24,NOH,77,0.49,0,0.446
21013,2011,Joe Smith,PF,35,TOT,16,0.237,,0.188
21014,2011,Joe Smith,PF,35,NJN,4,0.25,,0.25
21015,2011,Joe Smith,PF,35,LAL,12,0.233,,0.167
21016,2011,Josh Smith,PF,25,ATL,77,0.54,0.331,0.503
21017,2011,Darius Songaila,C,32,PHI,10,0.477,,0.467
21018,2011,Marreese Speights,C,23,PHI,64,0.532,0.25,0.498
21019,2011,Tiago Splitter,C,26,SAS,60,0.55,0,0.532
21020,2011,Jerry Stackhouse,SG,36,MIA,7,0.398,0.25,0.25
21021,2011,Lance Stephenson,SG,20,IND,12,0.41,0,0.382
21022,2011,DeShawn Stevenson,SG,29,DAL,72,0.549,0.378,0.42
21023,2011,Peja Stojakovic,SF,33,TOT,33,0.588,0.419,0.473
21024,2011,Peja Stojakovic,SF,33,NOH,6,0.624,0.44,0.375
21025,2011,Peja Stojakovic,SF,33,TOR,2,0.919,0.667,0.75
21026,2011,Peja Stojakovic,SF,33,DAL,25,0.563,0.4,0.468
21027,2011,Amar'e Stoudemire,C,28,NYK,78,0.565,0.435,0.503
21028,2011,Rodney Stuckey,PG,24,DET,70,0.544,0.289,0.457
21029,2011,DaJuan Summers,SF,23,DET,22,0.476,0.429,0.396
21030,2011,Pape Sy,SF,22,ATL,3,0.478,0,0.4
21031,2011,Jermaine Taylor,SG,24,TOT,34,0.535,0.311,0.53
21032,2011,Jermaine Taylor,SG,24,HOU,8,0.563,0.4,0.519
21033,2011,Jermaine Taylor,SG,24,SAC,26,0.53,0.3,0.532
21034,2011,Jeff Teague,PG,22,ATL,70,0.521,0.375,0.449
21035,2011,Sebastian Telfair,PG,25,MIN,37,0.497,0.359,0.423
21036,2011,Garrett Temple,PG-SG,24,TOT,24,0.378,0.27,0.323
21037,2011,Garrett Temple,SG,24,SAS,3,0.17,0,0.25
21038,2011,Garrett Temple,SG,24,MIL,9,0.373,0.3,0.364
21039,2011,Garrett Temple,PG,24,CHA,12,0.406,0.269,0.313
21040,2011,Jason Terry,SG,33,DAL,82,0.545,0.362,0.493
21041,2011,Hasheem Thabeet,C,23,TOT,47,0.478,,0.425
21042,2011,Hasheem Thabeet,C,23,MEM,45,0.487,,0.436
21043,2011,Hasheem Thabeet,C,23,HOU,2,0,,0
21044,2011,Etan Thomas,C,32,ATL,13,0.58,,0.476
21045,2011,Kurt Thomas,PF,38,CHI,52,0.527,1,0.508
21046,2011,Tyrus Thomas,C,24,CHA,41,0.536,0,0.476
21047,2011,Jason Thompson,PF,24,SAC,75,0.533,0,0.51
21048,2011,Al Thornton,SF-PF,27,TOT,71,0.531,0.154,0.496
21049,2011,Al Thornton,SF,27,WAS,49,0.525,0.16,0.497
21050,2011,Al Thornton,PF,27,GSW,22,0.549,0,0.495
21051,2011,Marcus Thornton,SG,23,TOT,73,0.525,0.367,0.462
21052,2011,Marcus Thornton,SG,23,NOH,46,0.494,0.376,0.423
21053,2011,Marcus Thornton,SG,23,SAC,27,0.547,0.361,0.491
21054,2011,Anthony Tolliver,SF,25,MIN,65,0.585,0.409,0.475
21055,2011,Ronny Turiaf,C,28,NYK,64,0.648,,0.632
21056,2011,Hedo Turkoglu,SF-PF,31,TOT,81,0.555,0.41,0.473
21057,2011,Hedo Turkoglu,PF,31,PHO,25,0.567,0.423,0.458
21058,2011,Hedo Turkoglu,SF,31,ORL,56,0.55,0.404,0.478
21059,2011,Evan Turner,SG,22,PHI,78,0.484,0.318,0.435
21060,2011,Ekpe Udoh,C,23,GSW,58,0.472,,0.437
21061,2011,Ime Udoka,SF,33,SAS,20,0.285,0,0.385
21062,2011,Beno Udrih,PG,28,SAC,79,0.587,0.357,0.54
21063,2011,Ben Uzoh,PG,22,NJN,42,0.468,0.375,0.426
21064,2011,Anderson Varejao,C,28,CLE,31,0.56,0,0.533
21065,2011,Greivis Vasquez,SG,24,MEM,70,0.493,0.291,0.476
21066,2011,Charlie Villanueva,PF,26,DET,76,0.553,0.387,0.488
21067,2011,Sasha Vujacic,SG,26,TOT,67,0.515,0.37,0.426
21068,2011,Sasha Vujacic,SG,26,LAL,11,0.419,0.429,0.313
21069,2011,Sasha Vujacic,SG,26,NJN,56,0.518,0.369,0.432
21070,2011,Dwyane Wade,SG,29,MIA,76,0.581,0.306,0.534
21071,2011,Von Wafer,SG,25,BOS,58,0.524,0.269,0.533
21072,2011,Henry Walker,SG,23,NYK,61,0.583,0.386,0.542
21073,2011,John Wall,PG,20,WAS,69,0.494,0.296,0.425
21074,2011,Ben Wallace,C,36,DET,54,0.442,0.5,0.449
21075,2011,Gerald Wallace,SF-PF,28,TOT,71,0.548,0.333,0.487
21076,2011,Gerald Wallace,SF,28,CHA,48,0.53,0.33,0.456
21077,2011,Gerald Wallace,PF,28,POR,23,0.59,0.338,0.566
21078,2011,Luke Walton,SF,30,LAL,54,0.378,0.235,0.366
21079,2011,Willie Warren,PG,21,LAC,19,0.48,0.333,0.4
21080,2011,Hakim Warrick,PF,28,PHO,80,0.581,0.091,0.522
21081,2011,C.J. Watson,PG,26,CHI,82,0.466,0.393,0.362
21082,2011,Earl Watson,PG,31,UTA,80,0.5,0.336,0.45
21083,2011,Kyle Weaver,SG,24,UTA,5,0.491,0.429,0.333
21084,2011,Martell Webster,SF,24,MIN,46,0.575,0.417,0.466
21085,2011,Sonny Weems,SF,24,TOR,59,0.492,0.279,0.467
21086,2011,David West,PF,30,NOH,70,0.558,0.222,0.51
21087,2011,Delonte West,PG,27,BOS,24,0.533,0.364,0.494
21088,2011,Mario West,SG,26,NJN,6,0.474,0.25,0.471
21089,2011,Russell Westbrook,PG,22,OKC,82,0.538,0.33,0.451
21090,2011,D.J. White,C-PF,24,TOT,47,0.542,0,0.512
21091,2011,D.J. White,PF,24,OKC,23,0.468,,0.462
21092,2011,D.J. White,C,24,CHA,24,0.571,0,0.533
21093,2011,Hassan Whiteside,C,21,SAC,1,,,
21094,2011,Chris Wilcox,PF,28,DET,57,0.587,0,0.583
21095,2011,Damien Wilkins,SF,31,ATL,52,0.557,0.2,0.528
21096,2011,Deron Williams,PG,26,TOT,65,0.566,0.331,0.491
21097,2011,Deron Williams,PG,26,UTA,53,0.587,0.345,0.511
21098,2011,Deron Williams,PG,26,NJN,12,0.463,0.271,0.391
21099,2011,Jason Williams,PG,35,TOT,27,0.403,0.263,0.414
21100,2011,Jason Williams,PG,35,ORL,16,0.434,0.304,0.4
21101,2011,Jason Williams,PG,35,MEM,11,0.362,0.2,0.429
21102,2011,Jawad Williams,SF,27,CLE,26,0.396,0.289,0.346
21103,2011,Lou Williams,SG,24,PHI,75,0.54,0.348,0.434
21104,2011,Marvin Williams,SF,24,ATL,65,0.551,0.336,0.489
21105,2011,Mo Williams,PG,28,TOT,58,0.503,0.324,0.436
21106,2011,Mo Williams,PG,28,CLE,36,0.471,0.265,0.436
21107,2011,Mo Williams,PG,28,LAC,22,0.556,0.398,0.438
21108,2011,Reggie Williams,SF,24,GSW,80,0.585,0.423,0.502
21109,2011,Shawne Williams,PF,24,NYK,64,0.558,0.401,0.457
21110,2011,Shelden Williams,PF,27,TOT,59,0.522,,0.468
21111,2011,Shelden Williams,PF,27,DEN,42,0.492,,0.453
21112,2011,Shelden Williams,PF,27,NYK,17,0.638,,0.538
21113,2011,Terrence Williams,SG,23,TOT,21,0.427,0.273,0.398
21114,2011,Terrence Williams,SG,23,NJN,10,0.433,0.333,0.41
21115,2011,Terrence Williams,SG,23,HOU,11,0.416,0.2,0.375
21116,2011,Metta World,SF,31,LAL,82,0.485,0.356,0.419
21117,2011,Antoine Wright,SG,26,SAC,7,0.125,0,0.25
21118,2011,Brandan Wright,PF,23,TOT,37,0.54,,0.513
21119,2011,Brandan Wright,PF,23,GSW,21,0.6,,0.603
21120,2011,Brandan Wright,PF,23,NJN,16,0.472,,0.407
21121,2011,Dorell Wright,SF,25,GSW,82,0.539,0.376,0.462
21122,2011,Julian Wright,SF,23,TOR,52,0.525,0.2,0.533
21123,2011,Nick Young,SG,25,WAS,64,0.538,0.387,0.462
21124,2011,Sam Young,SF,25,MEM,78,0.525,0.34,0.486
21125,2011,Thaddeus Young,PF,22,PHI,82,0.566,0.273,0.548
21126,,,,,,,,,
21127,2012,Jeff Adrien,PF,25,HOU,8,0.493,,0.438
21128,2012,Arron Afflalo,SG,26,DEN,62,0.584,0.398,0.504
21129,2012,Blake Ahearn,PG,27,UTA,4,0.357,0.222,0.4
21130,2012,Solomon Alabi,C,23,TOR,14,0.418,,0.361
21131,2012,Cole Aldrich,C,23,OKC,26,0.592,,0.524
21132,2012,LaMarcus Aldridge,PF,26,POR,55,0.56,0.182,0.516
21133,2012,Lavoy Allen,PF,22,PHI,41,0.488,,0.473
21134,2012,Ray Allen,SG,36,BOS,46,0.607,0.453,0.463
21135,2012,Tony Allen,SG,30,MEM,58,0.541,0.308,0.479
21136,2012,Morris Almond,SG,26,WAS,4,0.382,0.333,0.357
21137,2012,Al-Farouq Aminu,SF,21,NOH,66,0.481,0.277,0.431
21138,2012,Lou Amundson,PF,29,IND,60,0.438,,0.43
21139,2012,Chris Andersen,C,33,DEN,32,0.583,,0.546
21140,2012,Alan Anderson,SF,29,TOR,17,0.519,0.393,0.383
21141,2012,James Anderson,SG,22,SAS,51,0.483,0.279,0.443
21142,2012,Ryan Anderson,PF,23,ORL,61,0.589,0.393,0.496
21143,2012,Carmelo Anthony,SF,27,NYK,55,0.525,0.335,0.454
21144,2012,Joel Anthony,C,29,MIA,64,0.598,,0.559
21145,2012,Gilbert Arenas,PG,30,MEM,17,0.526,0.333,0.52
21146,2012,Trevor Ariza,SF,26,NOH,41,0.496,0.333,0.44
21147,2012,Omer Asik,C,25,CHI,66,0.509,,0.506
21148,2012,D.J. Augustin,PG,24,CHA,48,0.493,0.341,0.396
21149,2012,Gustavo Ayon,PF,26,NOH,54,0.552,0,0.538
21150,2012,Jeff Ayres,C,24,IND,20,0.435,,0.417
21151,2012,Kelenna Azubuike,SG,28,DAL,3,0.438,0.333,0.4
21152,2012,Luke Babbitt,SF,22,POR,40,0.556,0.43,0.384
21153,2012,Renaldo Balkman,SF,27,NYK,14,0.57,0.222,0.609
21154,2012,Leandro Barbosa,SG,29,TOT,64,0.512,0.382,0.441
21155,2012,Leandro Barbosa,SG,29,TOR,42,0.518,0.36,0.461
21156,2012,Leandro Barbosa,SG,29,IND,22,0.496,0.424,0.387
21157,2012,J.J. Barea,PG,27,MIN,41,0.502,0.371,0.415
21158,2012,Andrea Bargnani,C,26,TOR,31,0.538,0.296,0.474
21159,2012,Matt Barnes,SF,31,LAL,63,0.554,0.333,0.518
21160,2012,Earl Barron,C,30,GSW,2,0.5,,0.5
21161,2012,Brandon Bass,PF,26,BOS,59,0.524,,0.479
21162,2012,Tony Battie,C,35,PHI,27,0.398,0,0.38
21163,2012,Shane Battier,SF,33,MIA,65,0.504,0.339,0.468
21164,2012,Nicolas Batum,SF,23,POR,59,0.575,0.391,0.496
21165,2012,Jerryd Bayless,PG,23,TOR,31,0.561,0.423,0.424
21166,2012,Michael Beasley,SF,23,MIN,47,0.502,0.376,0.462
21167,2012,Rodrigue Beaubois,PG,23,DAL,53,0.496,0.288,0.479
21168,2012,Marco Belinelli,SG,25,NOH,66,0.525,0.377,0.445
21169,2012,Raja Bell,SG,35,UTA,34,0.586,0.391,0.54
21170,2012,Keith Benson,C,23,GSW,3,0,,0
21171,2012,Mike Bibby,PG,33,NYK,39,0.404,0.318,0.205
21172,2012,Andris Biedrins,C,25,GSW,47,0.581,,0.609
21173,2012,Chauncey Billups,SG,35,LAC,20,0.554,0.384,0.34
21174,2012,Bismack Biyombo,C,19,CHA,63,0.48,,0.464
21175,2012,DeJuan Blair,PF,22,SAS,64,0.549,0,0.535
21176,2012,Steve Blake,PG,31,LAL,53,0.493,0.335,0.436
21177,2012,Andray Blatche,PF,25,WAS,26,0.415,0.286,0.382
21178,2012,Eric Bledsoe,PG,22,LAC,40,0.454,0.2,0.448
21179,2012,Keith Bogans,SF,31,NJN,5,0.453,0.25,0.556
21180,2012,Andrew Bogut,C,27,MIL,12,0.465,0,0.452
21181,2012,Matt Bonner,PF,31,SAS,65,0.597,0.42,0.49
21182,2012,Trevor Booker,PF,24,WAS,50,0.549,0.5,0.531
21183,2012,Carlos Boozer,PF,30,CHI,66,0.549,0,0.533
21184,2012,Chris Bosh,PF,27,MIA,57,0.551,0.286,0.496
21185,2012,Earl Boykins,PG,35,HOU,8,0.458,0.222,0.37
21186,2012,Craig Brackins,PF,24,PHI,14,0.325,0.333,0.25
21187,2012,Avery Bradley,PG,21,BOS,64,0.555,0.407,0.511
21188,2012,Elton Brand,C,32,PHI,60,0.521,0,0.495
21189,2012,Corey Brewer,SF,25,DEN,59,0.505,0.26,0.5
21190,2012,Ronnie Brewer,SG,26,CHI,66,0.465,0.275,0.455
21191,2012,Jon Brockman,PF,24,MIL,35,0.359,0,0.341
21192,2012,MarShon Brooks,SG,23,NJN,56,0.502,0.313,0.463
21193,2012,Derrick Brown,SF,24,CHA,65,0.556,0.25,0.535
21194,2012,Kwame Brown,C,29,GSW,9,0.519,,0.525
21195,2012,Shannon Brown,SG,26,PHO,59,0.507,0.362,0.446
21196,2012,Kobe Bryant,SG,33,LAL,58,0.527,0.303,0.464
21197,2012,Chase Budinger,SF,23,HOU,58,0.556,0.402,0.476
21198,2012,Alec Burks,SG,20,UTA,59,0.506,0.333,0.442
21199,2012,Caron Butler,SF,31,LAC,63,0.501,0.358,0.435
21200,2012,Jimmy Butler,SG,22,CHI,42,0.526,0.182,0.441
21201,2012,Rasual Butler,SF,32,TOR,34,0.398,0.273,0.357
21202,2012,Derrick Byars,PF,27,SAS,2,0.392,0,0.6
21203,2012,Andrew Bynum,C,24,LAL,60,0.594,0.2,0.56
21204,2012,Will Bynum,PG,29,DET,36,0.459,0.241,0.406
21205,2012,Jose Calderon,PG,30,TOR,53,0.547,0.371,0.5
21206,2012,Marcus Camby,C,37,TOT,59,0.455,0.4,0.447
21207,2012,Marcus Camby,C,37,POR,40,0.428,,0.416
21208,2012,Marcus Camby,C,37,HOU,19,0.491,0.4,0.488
21209,2012,Brian Cardinal,SF,34,DAL,44,0.373,0.204,0.667
21210,2012,DeMarre Carroll,SF-PF,25,TOT,24,0.478,0.368,0.419
21211,2012,DeMarre Carroll,PF,25,DEN,4,1,,1
21212,2012,DeMarre Carroll,SF,25,UTA,20,0.448,0.368,0.375
21213,2012,Matt Carroll,SG,31,CHA,53,0.409,0.186,0.386
21214,2012,Anthony Carter,PG,36,TOR,24,0.409,0.294,0.333
21215,2012,Vince Carter,SG,35,DAL,61,0.519,0.361,0.442
21216,2012,Omri Casspi,SF,23,CLE,65,0.499,0.315,0.463
21217,2012,Mario Chalmers,PG,25,MIA,64,0.578,0.388,0.513
21218,2012,Tyson Chandler,C,29,NYK,62,0.708,0,0.683
21219,2012,Wilson Chandler,SF,24,DEN,8,0.445,0.25,0.418
21220,2012,Josh Childress,SF,28,PHO,34,0.501,0.167,0.587
21221,2012,Earl Clark,PF,24,ORL,45,0.405,,0.367
21222,2012,Norris Cole,PG,23,MIA,65,0.452,0.276,0.417
21223,2012,Jason Collins,C,33,ATL,30,0.418,,0.4
21224,2012,Darren Collison,PG,24,IND,60,0.526,0.362,0.457
21225,2012,Nick Collison,PF,31,OKC,63,0.622,0,0.6
21226,2012,Mike Conley,PG,24,MEM,62,0.523,0.377,0.45
21227,2012,Brian Cook,PF,31,TOT,32,0.396,0.2,0.438
21228,2012,Brian Cook,PF,31,LAC,16,0.305,0.185,0.273
21229,2012,Brian Cook,PF,31,WAS,16,0.484,0.217,0.577
21230,2012,Daequan Cook,SG,24,OKC,57,0.509,0.346,0.441
21231,2012,DeMarcus Cousins,C,21,SAC,64,0.499,0.143,0.453
21232,2012,Jamal Crawford,PG,31,POR,60,0.506,0.308,0.426
21233,2012,Jordan Crawford,SG,23,WAS,64,0.488,0.289,0.451
21234,2012,Dante Cunningham,PF,24,MEM,64,0.538,0,0.52
21235,2012,Eddy Curry,C,29,MIA,14,0.508,,0.462
21236,2012,Stephen Curry,PG,23,GSW,26,0.605,0.455,0.514
21237,2012,Samuel Dalembert,C,30,HOU,65,0.551,0,0.508
21238,2012,Erick Dampier,C,36,ATL,15,0.125,,0.125
21239,2012,Marquis Daniels,SG,31,BOS,38,0.395,0,0.391
21240,2012,Baron Davis,PG,32,NYK,29,0.457,0.306,0.424
21241,2012,Ed Davis,PF,22,TOR,66,0.544,0,0.515
21242,2012,Glen Davis,PF,26,ORL,61,0.466,0.143,0.429
21243,2012,Josh Davis,PF,31,MEM,15,0.459,0.308,0.429
21244,2012,Eric Dawson,C,27,SAS,4,0.582,,0.583
21245,2012,Austin Daye,SF,23,DET,41,0.394,0.21,0.364
21246,2012,Carlos Delfino,SF,29,MIL,54,0.515,0.36,0.449
21247,2012,Luol Deng,SF,26,CHI,54,0.5,0.367,0.43
21248,2012,Justin Dentmon,PG,26,TOT,6,0.424,0.143,0.571
21249,2012,Justin Dentmon,PG,26,SAS,2,0.333,0,1
21250,2012,Justin Dentmon,PG,26,TOR,4,0.446,0.2,0.5
21251,2012,DeMar DeRozan,SG,22,TOR,63,0.503,0.261,0.44
21252,2012,Boris Diaw,PF,29,TOT,57,0.498,0.313,0.496
21253,2012,Boris Diaw,PF,29,CHA,37,0.461,0.267,0.472
21254,2012,Boris Diaw,PF,29,SAS,20,0.65,0.615,0.582
21255,2012,Ike Diogu,PF,28,SAS,2,0.347,,0
21256,2012,DeSagana Diop,C,30,CHA,27,0.347,,0.357
21257,2012,Keyon Dooling,SG,31,BOS,46,0.515,0.333,0.476
21258,2012,Toney Douglas,PG,25,NYK,38,0.393,0.231,0.387
21259,2012,Goran Dragic,PG,25,HOU,66,0.567,0.337,0.525
21260,2012,Jared Dudley,SG,26,PHO,65,0.575,0.383,0.535
21261,2012,Chris Duhon,PG,29,ORL,63,0.558,0.42,0.417
21262,2012,Tim Duncan,C,35,SAS,58,0.531,0,0.495
21263,2012,Mike Dunleavy,SF,31,MIL,55,0.597,0.399,0.527
21264,2012,Kevin Durant,SF,23,OKC,66,0.61,0.387,0.535
21265,2012,Jerome Dyson,PG,24,NOH,9,0.525,0.125,0.45
21266,2012,Devin Ebanks,SG,22,LAL,24,0.465,0,0.463
21267,2012,Wayne Ellington,SG,24,MIN,51,0.487,0.324,0.448
21268,2012,Monta Ellis,SG,26,TOT,58,0.509,0.308,0.462
21269,2012,Monta Ellis,SG,26,GSW,37,0.516,0.321,0.465
21270,2012,Monta Ellis,SG,26,MIL,21,0.493,0.267,0.457
21271,2012,Francisco Elson,C,35,PHI,5,0.333,,0.333
21272,2012,Andre Emmett,SF,29,NJN,6,0.618,0,0.667
21273,2012,Semih Erden,C,25,CLE,28,0.538,,0.527
21274,2012,Jeremy Evans,SF,24,UTA,29,0.632,0,0.659
21275,2012,Maurice Evans,SF,33,WAS,24,0.497,0.378,0.418
21276,2012,Reggie Evans,PF,31,LAC,56,0.504,,0.472
21277,2012,Tyreke Evans,SG,22,SAC,63,0.512,0.202,0.484
21278,2012,Christian Eyenga,SF,22,TOT,7,0.298,0.333,0.227
21279,2012,Christian Eyenga,SF,22,CLE,6,0.208,0.5,0.118
21280,2012,Christian Eyenga,SF,22,LAL,1,0.581,0,0.6
21281,2012,Kenneth Faried,PF,22,DEN,46,0.618,,0.586
21282,2012,Jordan Farmar,PG,25,NJN,39,0.592,0.44,0.484
21283,2012,Derrick Favors,PF,20,UTA,65,0.537,,0.499
21284,2012,Raymond Felton,PG,27,POR,60,0.491,0.305,0.453
21285,2012,Rudy Fernandez,SG,26,DEN,31,0.549,0.328,0.573
21286,2012,Kyrylo Fesenko,C,25,IND,3,0.524,,0.4
21287,2012,Landry Fields,SG,23,NYK,66,0.506,0.256,0.523
21288,2012,Derek Fisher,PG,37,TOT,63,0.464,0.321,0.393
21289,2012,Derek Fisher,PG,37,LAL,43,0.479,0.324,0.41
21290,2012,Derek Fisher,PG,37,OKC,20,0.429,0.314,0.356
21291,2012,Jonny Flynn,PG,22,TOT,29,0.442,0.294,0.371
21292,2012,Jonny Flynn,PG,22,HOU,11,0.392,0.222,0.313
21293,2012,Jonny Flynn,PG,22,POR,18,0.465,0.32,0.4
21294,2012,Jeff Foote,C,24,NOH,4,0.333,,0.333
21295,2012,Gary Forbes,SG,26,TOR,48,0.513,0.349,0.441
21296,2012,T.J. Ford,PG,28,SAS,14,0.519,0.25,0.486
21297,2012,Courtney Fortson,PG,23,TOT,10,0.453,0.231,0.421
21298,2012,Courtney Fortson,PG,23,LAC,4,0.533,0.25,0.5
21299,2012,Courtney Fortson,PG,23,HOU,6,0.398,0.222,0.364
21300,2012,Jeff Foster,C,35,IND,11,0.569,1,0.471
21301,2012,Randy Foye,SG,28,LAC,65,0.522,0.386,0.41
21302,2012,Jimmer Fredette,PG,22,SAC,61,0.495,0.361,0.409
21303,2012,Channing Frye,PF,28,PHO,64,0.519,0.346,0.469
21304,2012,Dan Gadzuric,C,33,NYK,2,0,,0
21305,2012,Sundiata Gaines,SG,25,NJN,57,0.465,0.341,0.392
21306,2012,Danilo Gallinari,SF,23,DEN,43,0.563,0.328,0.47
21307,2012,Francisco Garcia,SF,30,SAC,49,0.483,0.29,0.49
21308,2012,Kevin Garnett,C,35,BOS,60,0.55,0.333,0.505
21309,2012,Marc Gasol,C,27,MEM,65,0.541,0.083,0.489
21310,2012,Pau Gasol,PF,31,LAL,65,0.547,0.259,0.508
21311,2012,Rudy Gay,SF,25,MEM,65,0.521,0.312,0.482
21312,2012,Alonzo Gee,SG,24,CLE,63,0.516,0.321,0.442
21313,2012,Paul George,SG,21,IND,66,0.555,0.385,0.472
21314,2012,Daniel Gibson,SG,25,CLE,35,0.493,0.396,0.294
21315,2012,Taj Gibson,PF,26,CHI,63,0.522,,0.495
21316,2012,Manu Ginobili,SG,34,SAS,34,0.668,0.413,0.616
21317,2012,Mickell Gladness,PF,25,TOT,26,0.436,,0.424
21318,2012,Mickell Gladness,PF,25,MIA,8,0.333,,0.333
21319,2012,Mickell Gladness,PF,25,GSW,18,0.441,,0.429
21320,2012,Ryan Gomes,SF,29,LAC,32,0.371,0.138,0.409
21321,2012,Drew Gooden,C,30,MIL,56,0.512,0.291,0.45
21322,2012,Ben Gordon,SG,28,DET,52,0.549,0.429,0.446
21323,2012,Eric Gordon,PG,23,NOH,9,0.549,0.25,0.53
21324,2012,Marcin Gortat,C,27,PHO,66,0.578,0,0.557
21325,2012,Andrew Goudelock,SG,23,LAL,40,0.488,0.373,0.404
21326,2012,Danny Granger,SF,28,IND,62,0.542,0.381,0.434
21327,2012,Aaron Gray,C,27,TOR,49,0.526,,0.516
21328,2012,Danny Green,SG,24,SAS,66,0.579,0.436,0.449
21329,2012,Gerald Green,SF,26,NJN,31,0.574,0.391,0.529
21330,2012,Willie Green,SG,30,ATL,53,0.578,0.442,0.486
21331,2012,Donte Greene,PF,23,SAC,53,0.491,0.238,0.516
21332,2012,Blake Griffin,PF,22,LAC,66,0.557,0.125,0.556
21333,2012,Hamed Haddadi,C,26,MEM,35,0.589,0,0.553
21334,2012,Jordan Hamilton,SF,21,DEN,26,0.508,0.362,0.484
21335,2012,Richard Hamilton,SG,33,CHI,28,0.5,0.37,0.466
21336,2012,Tyler Hansbrough,PF,26,IND,66,0.511,0,0.406
21337,2012,Luke Harangody,PF,24,CLE,21,0.427,0.238,0.409
21338,2012,James Harden,SG,22,OKC,62,0.66,0.39,0.579
21339,2012,Justin Harper,PF,22,ORL,14,0.318,0.154,0.389
21340,2012,Josh Harrellson,PF,22,NYK,37,0.505,0.339,0.478
21341,2012,Al Harrington,PF,31,DEN,64,0.535,0.333,0.519
21342,2012,Devin Harris,PG,28,UTA,63,0.564,0.362,0.498
21343,2012,Manny Harris,SG,22,CLE,26,0.492,0.333,0.421
21344,2012,Terrel Harris,SG,24,MIA,22,0.434,0.205,0.477
21345,2012,Tobias Harris,SF,19,MIL,42,0.54,0.261,0.5
21346,2012,Udonis Haslem,PF,31,MIA,64,0.479,,0.423
21347,2012,Spencer Hawes,C,23,PHI,37,0.517,0.25,0.498
21348,2012,Chuck Hayes,C,28,SAC,54,0.459,0,0.435
21349,2012,Gordon Hayward,SF,21,UTA,66,0.568,0.346,0.496
21350,2012,Lazar Hayward,SF,25,OKC,26,0.427,0.286,0.375
21351,2012,Brendan Haywood,C,32,DAL,54,0.52,,0.518
21352,2012,Gerald Henderson,SG,24,CHA,55,0.511,0.234,0.475
21353,2012,Xavier Henry,SG,20,NOH,45,0.45,0.412,0.393
21354,2012,Roy Hibbert,C,25,IND,65,0.539,0,0.498
21355,2012,J.J. Hickson,PF,23,TOT,54,0.501,0,0.469
21356,2012,J.J. Hickson,PF,23,SAC,35,0.416,0,0.372
21357,2012,J.J. Hickson,PF,23,POR,19,0.568,0,0.546
21358,2012,Cory Higgins,PG,22,CHA,38,0.402,0.2,0.343
21359,2012,Nene Hilario,C,29,TOT,39,0.573,0,0.542
21360,2012,Nene Hilario,C,29,DEN,28,0.554,0,0.513
21361,2012,Nene Hilario,C,29,WAS,11,0.624,0,0.618
21362,2012,George Hill,PG,25,IND,50,0.557,0.367,0.489
21363,2012,Grant Hill,SF,39,PHO,49,0.5,0.264,0.47
21364,2012,Jordan Hill,C,24,TOT,39,0.522,0,0.506
21365,2012,Jordan Hill,C,24,HOU,32,0.529,0,0.515
21366,2012,Jordan Hill,C,24,LAL,7,0.492,,0.467
21367,2012,Kirk Hinrich,SG,31,ATL,48,0.511,0.346,0.472
21368,2012,Darington Hobson,SG,24,MIL,5,0.154,0,0.286
21369,2012,Jrue Holiday,PG,21,PHI,65,0.496,0.38,0.445
21370,2012,Ryan Hollins,C,27,TOT,39,0.56,,0.548
21371,2012,Ryan Hollins,C,27,CLE,24,0.555,,0.5
21372,2012,Ryan Hollins,C,27,BOS,15,0.571,,0.643
21373,2012,Tyler Honeycutt,SF,21,SAC,15,0.382,0.333,0.333
21374,2012,Al Horford,C,25,ATL,11,0.585,0,0.559
21375,2012,Dennis Horner,PF,23,NJN,8,0.434,0,0.333
21376,2012,Dwight Howard,C,26,ORL,54,0.569,0,0.579
21377,2012,Josh Howard,SF,31,UTA,43,0.461,0.243,0.417
21378,2012,Juwan Howard,PF,38,MIA,28,0.354,,0.309
21379,2012,Lester Hudson,PG,27,TOT,16,0.483,0.25,0.469
21380,2012,Lester Hudson,PG,27,CLE,13,0.492,0.246,0.489
21381,2012,Lester Hudson,PG,27,MEM,3,0.365,0.333,0.25
21382,2012,Larry Hughes,PG,33,ORL,9,0.262,0.143,0.267
21383,2012,Kris Humphries,PF,26,NJN,62,0.539,,0.481
21384,2012,Serge Ibaka,PF,22,OKC,66,0.556,0.333,0.536
21385,2012,Andre Iguodala,SF,28,PHI,62,0.537,0.394,0.481
21386,2012,Ersan Ilyasova,PF,24,MIL,60,0.577,0.455,0.501
21387,2012,Kyrie Irving,PG,19,CLE,51,0.566,0.399,0.491
21388,2012,Royal Ivey,SG,30,OKC,34,0.464,0.34,0.4
21389,2012,Jarrett Jack,PG,28,NOH,45,0.54,0.348,0.482
21390,2012,Reggie Jackson,PG,21,OKC,45,0.408,0.21,0.392
21391,2012,Stephen Jackson,SF,33,TOT,47,0.485,0.288,0.431
21392,2012,Stephen Jackson,SF,33,MIL,26,0.459,0.278,0.409
21393,2012,Stephen Jackson,SF,33,SAS,21,0.529,0.306,0.473
21394,2012,Damion James,SF,24,NJN,7,0.422,0,0.382
21395,2012,LeBron James,SF,27,MIA,62,0.605,0.362,0.556
21396,2012,Mike James,PG,36,CHI,11,0.505,0.6,0.359
