Year,Player,Age,Tm,G
21224,2012,Darren Collison,24,IND,60
21225,2012,Nick Collison,31,OKC,63
21226,2012,Mike Conley,24,MEM,62
21227,2012,Brian Cook,31,TOT,32
21228,2012,Brian Cook,31,LAC,16
21229,2012,Brian Cook,31,WAS,16
21230,2012,Daequan Cook,24,OKC,57
21231,2012,DeMarcus Cousins,21,SAC,64
21232,2012,Jamal Crawford,31,POR,60
21233,2012,Jordan Crawford,23,WAS,64
21234,2012,Dante Cunningham,24,MEM,64
21235,2012,Eddy Curry,29,MIA,14
21236,2012,Stephen Curry,23,GSW,26
21237,2012,Samuel Dalembert,30,HOU,65
21238,2012,Erick Dampier,36,ATL,15
21239,2012,Marquis Daniels,31,BOS,38
21240,2012,Baron Davis,32,NYK,29
21241,2012,Ed Davis,22,TOR,66
21242,2012,Glen Davis,26,ORL,61
21243,2012,Josh Davis,31,MEM,15
21244,2012,Eric Dawson,27,SAS,4
21245,2012,Austin Daye,23,DET,41
21246,2012,Carlos Delfino,29,MIL,54
21247,2012,Luol Deng,26,CHI,54
21248,2012,Justin Dentmon,26,TOT,6
21249,2012,Justin Dentmon,26,SAS,2
21250,2012,Justin Dentmon,26,TOR,4
21251,2012,DeMar DeRozan,22,TOR,63
21252,2012,Boris Diaw,29,TOT,57
21253,2012,Boris Diaw,29,CHA,37
21254,2012,Boris Diaw,29,SAS,20
21255,2012,Ike Diogu,28,SAS,2
21256,2012,DeSagana Diop,30,CHA,27
21257,2012,Keyon Dooling,31,BOS,46
21258,2012,Toney Douglas,25,NYK,38
21259,2012,Goran Dragic,25,HOU,66
21260,2012,Jared Dudley,26,PHO,65
21261,2012,Chris Duhon,29,ORL,63
21262,2012,Tim Duncan,35,SAS,58
21263,2012,Mike Dunleavy,31,MIL,55
21264,2012,Kevin Durant,23,OKC,66
21265,2012,Jerome Dyson,24,NOH,9
21266,2012,Devin Ebanks,22,LAL,24
21267,2012,Wayne Ellington,24,MIN,51
21268,2012,Monta Ellis,26,TOT,58
21269,2012,Monta Ellis,26,GSW,37
21270,2012,Monta Ellis,26,MIL,21
21271,2012,Francisco Elson,35,PHI,5
21272,2012,Andre Emmett,29,NJN,6
21273,2012,Semih Erden,25,CLE,28
21274,2012,Jeremy Evans,24,UTA,29
21275,2012,Maurice Evans,33,WAS,24
21276,2012,Reggie Evans,31,LAC,56
21277,2012,Tyreke Evans,22,SAC,63
21278,2012,Christian Eyenga,22,TOT,7
21279,2012,Christian Eyenga,22,CLE,6
21280,2012,Christian Eyenga,22,LAL,1
21281,2012,Kenneth Faried,22,DEN,46
21282,2012,Jordan Farmar,25,NJN,39
21283,2012,Derrick Favors,20,UTA,65
21284,2012,Raymond Felton,27,POR,60
21285,2012,Rudy Fernandez,26,DEN,31
21286,2012,Kyrylo Fesenko,25,IND,3
21287,2012,Landry Fields,23,NYK,66
21288,2012,Derek Fisher,37,TOT,63
21289,2012,Derek Fisher,37,LAL,43
21290,2012,Derek Fisher,37,OKC,20
21291,2012,Jonny Flynn,22,TOT,29
21292,2012,Jonny Flynn,22,HOU,11
21293,2012,Jonny Flynn,22,POR,18
21294,2012,Jeff Foote,24,NOH,4
21295,2012,Gary Forbes,26,TOR,48
21296,2012,T.J. Ford,28,SAS,14
21297,2012,Courtney Fortson,23,TOT,10
21298,2012,Courtney Fortson,23,LAC,4
21299,2012,Courtney Fortson,23,HOU,6
21300,2012,Jeff Foster,35,IND,11
21301,2012,Randy Foye,28,LAC,65
21302,2012,Jimmer Fredette,22,SAC,61
21303,2012,Channing Frye,28,PHO,64
21304,2012,Dan Gadzuric,33,NYK,2
21305,2012,Sundiata Gaines,25,NJN,57
21306,2012,Danilo Gallinari,23,DEN,43
21307,2012,Francisco Garcia,30,SAC,49
21308,2012,Kevin Garnett,35,BOS,60
21309,2012,Marc Gasol,27,MEM,65
21310,2012,Pau Gasol,31,LAL,65
21311,2012,Rudy Gay,25,MEM,65
21312,2012,Alonzo Gee,24,CLE,63
21313,2012,Paul George,21,IND,66
21314,2012,Daniel Gibson,25,CLE,35
21315,2012,Taj Gibson,26,CHI,63
21316,2012,Manu Ginobili,34,SAS,34
21317,2012,Mickell Gladness,25,TOT,26
21318,2012,Mickell Gladness,25,MIA,8
21319,2012,Mickell Gladness,25,GSW,18
21320,2012,Ryan Gomes,29,LAC,32
21321,2012,Drew Gooden,30,MIL,56
21322,2012,Ben Gordon,28,DET,52
21323,2012,Eric Gordon,23,NOH,9
21324,2012,Marcin Gortat,27,PHO,66
21325,2012,Andrew Goudelock,23,LAL,40
21326,2012,Danny Granger,28,IND,62
21327,2012,Aaron Gray,27,TOR,49
21328,2012,Danny Green,24,SAS,66
21329,2012,Gerald Green,26,NJN,31
21330,2012,Willie Green,30,ATL,53
21331,2012,Donte Greene,23,SAC,53
21332,2012,Blake Griffin,22,LAC,66
21333,2012,Hamed Haddadi,26,MEM,35
21334,2012,Jordan Hamilton,21,DEN,26
21335,2012,Richard Hamilton,33,CHI,28
21336,2012,Tyler Hansbrough,26,IND,66
21337,2012,Luke Harangody,24,CLE,21
21338,2012,James Harden,22,OKC,62
21339,2012,Justin Harper,22,ORL,14
21340,2012,Josh Harrellson,22,NYK,37
21341,2012,Al Harrington,31,DEN,64
21342,2012,Devin Harris,28,UTA,63
21343,2012,Manny Harris,22,CLE,26
21344,2012,Terrel Harris,24,MIA,22
21345,2012,Tobias Harris,19,MIL,42
21346,2012,Udonis Haslem,31,MIA,64
21347,2012,Spencer Hawes,23,PHI,37
21348,2012,Chuck Hayes,28,SAC,54
21349,2012,Gordon Hayward,21,UTA,66
21350,2012,Lazar Hayward,25,OKC,26
21351,2012,Brendan Haywood,32,DAL,54
21352,2012,Gerald Henderson,24,CHA,55
21353,2012,Xavier Henry,20,NOH,45
21354,2012,Roy Hibbert,25,IND,65
21355,2012,J.J. Hickson,23,TOT,54
21356,2012,J.J. Hickson,23,SAC,35
21357,2012,J.J. Hickson,23,POR,19
21358,2012,Cory Higgins,22,CHA,38
21359,2012,Nene Hilario,29,TOT,39
21360,2012,Nene Hilario,29,DEN,28
21361,2012,Nene Hilario,29,WAS,11
21362,2012,George Hill,25,IND,50
21363,2012,Grant Hill,39,PHO,49
21364,2012,Jordan Hill,24,TOT,39
21365,2012,Jordan Hill,24,HOU,32
21366,2012,Jordan Hill,24,LAL,7
21367,2012,Kirk Hinrich,31,ATL,48
21368,2012,Darington Hobson,24,MIL,5
21369,2012,Jrue Holiday,21,PHI,65
21370,2012,Ryan Hollins,27,TOT,39
21371,2012,Ryan Hollins,27,CLE,24
21372,2012,Ryan Hollins,27,BOS,15
21373,2012,Tyler Honeycutt,21,SAC,15
21374,2012,Al Horford,25,ATL,11
21375,2012,Dennis Horner,23,NJN,8
21376,2012,Dwight Howard,26,ORL,54
21377,2012,Josh Howard,31,UTA,43
21378,2012,Juwan Howard,38,MIA,28
21379,2012,Lester Hudson,27,TOT,16
21380,2012,Lester Hudson,27,CLE,13
21381,2012,Lester Hudson,27,MEM,3
21382,2012,Larry Hughes,33,ORL,9
21383,2012,Kris Humphries,26,NJN,62
21384,2012,Serge Ibaka,22,OKC,66
21385,2012,Andre Iguodala,28,PHI,62
21386,2012,Ersan Ilyasova,24,MIL,60
21387,2012,Kyrie Irving,19,CLE,51
21388,2012,Royal Ivey,30,OKC,34
21389,2012,Jarrett Jack,28,NOH,45
21390,2012,Reggie Jackson,21,OKC,45
21391,2012,Stephen Jackson,33,TOT,47
21392,2012,Stephen Jackson,33,MIL,26
21393,2012,Stephen Jackson,33,SAS,21
21394,2012,Damion James,24,NJN,7
21395,2012,LeBron James,27,MIA,62
21396,2012,Mike James,36,CHI,11
21397,2012,Antawn Jamison,35,CLE,65
21398,2012,Al Jefferson,27,UTA,61
21399,2012,Richard Jefferson,31,TOT,63
21400,2012,Richard Jefferson,31,SAS,41
21401,2012,Richard Jefferson,31,GSW,22
21402,2012,Jared Jeffries,30,NYK,39
21403,2012,Charles Jenkins,22,GSW,51
21404,2012,Brandon Jennings,22,MIL,66
21405,2012,Jonas Jerebko,24,DET,64
21406,2012,Yi Jianlian,24,DAL,30
21407,2012,Amir Johnson,24,TOR,64
21408,2012,Armon Johnson,22,TOT,9
21409,2012,Armon Johnson,22,POR,1
21410,2012,Armon Johnson,22,NJN,8
21411,2012,Carldell Johnson,29,NOH,15
21412,2012,Chris Johnson,26,TOT,27
21413,2012,Chris Johnson,26,POR,20
21414,2012,Chris Johnson,26,NOH,7
21415,2012,Ivan Johnson,27,ATL,56
21416,2012,JaJuan Johnson,22,BOS,36
21417,2012,James Johnson,24,TOR,62
21418,2012,Joe Johnson,30,ATL,60
21419,2012,Trey Johnson,27,NOH,11
21420,2012,Wesley Johnson,24,MIN,65
21421,2012,Dahntay Jones,31,IND,65
21422,2012,Dominique Jones,23,DAL,33
21423,2012,James Jones,31,MIA,51
21424,2012,Solomon Jones,27,TOT,21
21425,2012,Solomon Jones,27,LAC,10
21426,2012,Solomon Jones,27,NOH,11
21427,2012,DeAndre Jordan,23,LAC,66
21428,2012,Jerome Jordan,25,NYK,21
21429,2012,Cory Joseph,20,SAS,29
21430,2012,Chris Kaman,29,NOH,47
21431,2012,Enes Kanter,19,UTA,66
21432,2012,Jason Kapono,30,LAL,27
21433,2012,D.J. Kennedy,22,CLE,2
21434,2012,Jason Kidd,38,DAL,48
21435,2012,Linas Kleiza,27,TOR,49
21436,2012,Brandon Knight,20,DET,66
21437,2012,Kyle Korver,30,CHI,65
21438,2012,Kosta Koufos,22,DEN,48
21439,2012,Carl Landry,28,NOH,41
21440,2012,Ty Lawson,24,DEN,61
21441,2012,Courtney Lee,26,HOU,58
21442,2012,David Lee,28,GSW,57
21443,2012,Malcolm Lee,21,MIN,19
21444,2012,Kawhi Leonard,20,SAS,64
21445,2012,Travis Leslie,21,LAC,10
21446,2012,Jon Leuer,22,MIL,46
21447,2012,Rashard Lewis,32,WAS,28
21448,2012,DeAndre Liggins,23,ORL,17
21449,2012,Jeremy Lin,23,NYK,35
21450,2012,Shaun Livingston,26,MIL,58
21451,2012,Brook Lopez,23,NJN,5
21452,2012,Robin Lopez,23,PHO,64
21453,2012,Kevin Love,23,MIN,55
21454,2012,Kyle Lowry,25,HOU,47
21455,2012,John Lucas,29,CHI,49
21456,2012,Shelvin Mack,21,WAS,64
21457,2012,Vernon Macklin,25,DET,23
21458,2012,Corey Maggette,32,CHA,32
21459,2012,Jamaal Magloire,33,TOR,34
21460,2012,Ian Mahinmi,25,DAL,61
21461,2012,Shawn Marion,33,DAL,63
21462,2012,Cartier Martin,27,WAS,17
21463,2012,Kenyon Martin,34,LAC,42
21464,2012,Kevin Martin,28,HOU,40
21465,2012,Roger Mason,31,WAS,52
21466,2012,Wesley Matthews,25,POR,66
21467,2012,Jason Maxiell,28,DET,65
21468,2012,Eric Maynor,24,OKC,9
21469,2012,O.J. Mayo,24,MEM,66
21470,2012,Luc Mbah,25,MIL,43
21471,2012,JaVale McGee,24,TOT,61
21472,2012,JaVale McGee,24,WAS,41
21473,2012,JaVale McGee,24,DEN,20
21474,2012,Tracy McGrady,32,ATL,52
21475,2012,Dominic McGuire,26,GSW,64
21476,2012,Josh McRoberts,24,LAL,50
21477,2012,Jodie Meeks,24,PHI,66
21478,2012,C.J. Miles,24,UTA,56
21479,2012,Darko Milicic,26,MIN,29
21480,2012,Andre Miller,35,DEN,66
21481,2012,Brad Miller,35,MIN,15
21482,2012,Mike Miller,31,MIA,39
21483,2012,Patty Mills,23,SAS,16
21484,2012,Paul Millsap,26,UTA,64
21485,2012,Nazr Mohammed,34,OKC,63
21486,2012,Greg Monroe,21,DET,66
21487,2012,Jamario Moon,31,CHA,8
21488,2012,E'Twaun Moore,22,BOS,38
21489,2012,Mikki Moore,36,GSW,7
21490,2012,Darius Morris,21,LAL,19
21491,2012,Marcus Morris,22,HOU,17
21492,2012,Markieff Morris,22,PHO,63
21493,2012,Anthony Morrow,26,NJN,62
21494,2012,Timofey Mozgov,25,DEN,44
21495,2012,Byron Mullens,22,CHA,65
21496,2012,Troy Murphy,31,LAL,59
21497,2012,Hamady N'Diaye,25,WAS,3
21498,2012,Eduardo Najera,35,CHA,22
21499,2012,Steve Nash,37,PHO,62
21500,2012,Gary Neal,27,SAS,56
21501,2012,Jameer Nelson,29,ORL,57
21502,2012,Joakim Noah,26,CHI,64
21503,2012,Andres Nocioni,32,PHI,11
21504,2012,Steve Novak,28,NYK,54
21505,2012,Dirk Nowitzki,33,DAL,62
21506,2012,Jermaine O'Neal,33,BOS,25
21507,2012,Lamar Odom,32,DAL,50
21508,2012,Emeka Okafor,29,NOH,27
21509,2012,Mehmet Okur,32,NJN,17
21510,2012,Daniel Orton,21,ORL,16
21511,2012,Travis Outlaw,27,SAC,39
21512,2012,Larry Owens,29,NJN,7
21513,2012,Zaza Pachulia,27,ATL,58
21514,2012,Jannero Pargo,32,ATL,50
21515,2012,Jeremy Pargo,25,MEM,44
21516,2012,Anthony Parker,36,CLE,51
21517,2012,Tony Parker,29,SAS,60
21518,2012,Chandler Parsons,23,HOU,63
21519,2012,Patrick Patterson,22,HOU,64
21520,2012,Chris Paul,26,LAC,60
21521,2012,Sasha Pavlovic,28,BOS,45
21522,2012,Nikola Pekovic,26,MIN,47
21523,2012,Kendrick Perkins,27,OKC,65
21524,2012,Johan Petro,26,NJN,59
21525,2012,Paul Pierce,34,BOS,61
21526,2012,Mickael Pietrus,29,BOS,42
21527,2012,Dexter Pittman,23,MIA,35
21528,2012,Quincy Pondexter,23,MEM,64
21529,2012,A.J. Price,25,IND,44
21530,2012,Ronnie Price,28,PHO,36
21531,2012,Tayshaun Prince,31,DET,63
21532,2012,Joel Przybilla,32,POR,27
21533,2012,Vladimir Radmanovic,31,ATL,49
21534,2012,Anthony Randolph,22,MIN,34
21535,2012,Zach Randolph,30,MEM,28
21536,2012,Michael Redd,32,PHO,51
21537,2012,J.J. Redick,27,ORL,65
21538,2012,Ryan Reid,25,OKC,5
21539,2012,Jason Richardson,31,ORL,54
21540,2012,Quentin Richardson,31,ORL,48
21541,2012,Luke Ridnour,30,MIN,53
21542,2012,Nate Robinson,27,GSW,51
21543,2012,Rajon Rondo,25,BOS,53
21544,2012,Derrick Rose,23,CHI,39
21545,2012,Ricky Rubio,21,MIN,41
21546,2012,Brandon Rush,26,GSW,65
21547,2012,Walker Russell,29,DET,28
21548,2012,John Salmons,32,SAC,46
21549,2012,Samardo Samuels,23,CLE,54
21550,2012,Larry Sanders,23,MIL,52
21551,2012,Brian Scalabrine,33,CHI,28
21552,2012,Luis Scola,31,HOU,66
21553,2012,Thabo Sefolosha,27,OKC,42
21554,2012,Josh Selby,20,MEM,28
21555,2012,Kevin Seraphin,22,WAS,57
21556,2012,Ramon Sessions,25,TOT,64
21557,2012,Ramon Sessions,25,CLE,41
21558,2012,Ramon Sessions,25,LAL,23
21559,2012,Iman Shumpert,21,NYK,59
21560,2012,Xavier Silas,24,PHI,2
21561,2012,Bobby Simmons,31,LAC,28
21562,2012,Chris Singleton,22,WAS,66
21563,2012,James Singleton,30,WAS,12
21564,2012,Brian Skinner,35,MEM,1
21565,2012,Donald Sloan,24,TOT,33
21566,2012,Donald Sloan,24,ATL,5
21567,2012,Donald Sloan,24,NOH,3
21568,2012,Donald Sloan,24,CLE,25
21569,2012,Craig Smith,28,POR,47
21570,2012,Greg Smith,21,HOU,8
21571,2012,Ish Smith,23,TOT,26
21572,2012,Ish Smith,23,GSW,6
21573,2012,Ish Smith,23,ORL,20
21574,2012,J.R. Smith,26,NYK,35
21575,2012,Jason Smith,25,NOH,40
21576,2012,Jerry Smith,24,NJN,5
21577,2012,Josh Smith,26,ATL,66
21578,2012,Nolan Smith,23,POR,44
21579,2012,Marreese Speights,24,MEM,60
21580,2012,Tiago Splitter,27,SAS,59
21581,2012,Jerry Stackhouse,37,ATL,30
21582,2012,Lance Stephenson,21,IND,42
21583,2012,DeShawn Stevenson,30,NJN,51
21584,2012,Greg Stiemsma,26,BOS,55
21585,2012,Julyan Stone,23,DEN,22
21586,2012,Amar'e Stoudemire,29,NYK,47
21587,2012,Rodney Stuckey,25,DET,55
21588,2012,DaJuan Summers,24,NOH,15
21589,2012,Jeff Teague,23,ATL,66
21590,2012,Sebastian Telfair,26,PHO,60
21591,2012,Jason Terry,34,DAL,63
21592,2012,Hasheem Thabeet,24,TOT,20
21593,2012,Hasheem Thabeet,24,HOU,5
21594,2012,Hasheem Thabeet,24,POR,15
21595,2012,Isaiah Thomas,22,SAC,65
21596,2012,Kurt Thomas,39,POR,53
21597,2012,Lance Thomas,23,NOH,42
21598,2012,Malcolm Thomas,23,SAS,3
21599,2012,Tyrus Thomas,25,CHA,54
21600,2012,Trey Thompkins,21,LAC,24
21601,2012,Jason Thompson,25,SAC,64
21602,2012,Klay Thompson,21,GSW,66
21603,2012,Mychel Thompson,23,CLE,5
21604,2012,Tristan Thompson,20,CLE,60
21605,2012,Marcus Thornton,24,SAC,51
21606,2012,Jamaal Tinsley,33,UTA,37
21607,2012,Anthony Tolliver,26,MIN,51
21608,2012,Ronny Turiaf,29,TOT,17
21609,2012,Ronny Turiaf,29,WAS,4
21610,2012,Ronny Turiaf,29,MIA,13
21611,2012,Hedo Turkoglu,32,ORL,53
21612,2012,Evan Turner,23,PHI,65
21613,2012,Jeremy Tyler,20,GSW,42
21614,2012,Edwin Ubiles,25,WAS,4
21615,2012,Ekpe Udoh,24,TOT,61
21616,2012,Ekpe Udoh,24,GSW,38
21617,2012,Ekpe Udoh,24,MIL,23
21618,2012,Beno Udrih,29,MIL,59
21619,2012,Ben Uzoh,23,TOT,18
21620,2012,Ben Uzoh,23,CLE,2
21621,2012,Ben Uzoh,23,TOR,16
21622,2012,Anderson Varejao,29,CLE,25
21623,2012,Greivis Vasquez,25,NOH,66
21624,2012,Jan Vesely,21,WAS,57
21625,2012,Charlie Villanueva,27,DET,13
21626,2012,Nikola Vucevic,21,PHI,51
21627,2012,Dwyane Wade,30,MIA,49
21628,2012,Von Wafer,26,ORL,33
21629,2012,Henry Walker,24,NYK,32
21630,2012,Kemba Walker,21,CHA,66
21631,2012,John Wall,21,WAS,66
21632,2012,Ben Wallace,37,DET,62
21633,2012,Gerald Wallace,29,TOT,58
21634,2012,Gerald Wallace,29,POR,42
21635,2012,Gerald Wallace,29,NJN,16
21636,2012,Luke Walton,31,TOT,30
21637,2012,Luke Walton,31,LAL,9
21638,2012,Luke Walton,31,CLE,21
21639,2012,Hakim Warrick,29,PHO,35
21640,2012,Darryl Watkins,27,NOH,5
21641,2012,C.J. Watson,27,CHI,49
21642,2012,Earl Watson,32,UTA,50
21643,2012,Martell Webster,25,MIN,47
21644,2012,David West,31,IND,66
21645,2012,Delonte West,28,DAL,44
21646,2012,Russell Westbrook,23,OKC,66
21647,2012,D.J. White,25,CHA,58
21648,2012,Hassan Whiteside,22,SAC,18
21649,2012,Chris Wilcox,29,BOS,28
21650,2012,Damien Wilkins,32,DET,60
21651,2012,Deron Williams,27,NJN,55
21652,2012,Derrick Williams,20,MIN,66
21653,2012,Elliot Williams,22,POR,24
21654,2012,Jordan Williams,21,NJN,43
21655,2012,Lou Williams,25,PHI,64
21656,2012,Marvin Williams,25,ATL,57
21657,2012,Mo Williams,29,LAC,52
21658,2012,Reggie Williams,25,CHA,33
21659,2012,Sean Williams,25,TOT,11
21660,2012,Sean Williams,25,DAL,8
21661,2012,Sean Williams,25,BOS,3
21662,2012,Shawne Williams,25,NJN,25
21663,2012,Shelden Williams,28,NJN,58
21664,2012,Terrence Williams,24,TOT,30
21665,2012,Terrence Williams,24,HOU,12
21666,2012,Terrence Williams,24,SAC,18
21667,2012,Metta World,32,LAL,64
21668,2012,Brandan Wright,24,DAL,49
21669,2012,Chris Wright,23,GSW,24
21670,2012,Dorell Wright,26,GSW,61
21671,2012,Nick Young,26,TOT,62
21672,2012,Nick Young,26,WAS,40
21673,2012,Nick Young,26,LAC,22
21674,2012,Sam Young,26,TOT,35
21675,2012,Sam Young,26,MEM,21
21676,2012,Sam Young,26,PHI,14
21677,2012,Thaddeus Young,23,PHI,63
21678,,,,,
21679,2013,Quincy Acy,22,TOR,29
21680,2013,Jeff Adrien,26,CHA,52
21681,2013,Arron Afflalo,27,ORL,64
21682,2013,Josh Akognon,26,DAL,3
21683,2013,Cole Aldrich,24,TOT,45
21684,2013,Cole Aldrich,24,HOU,30
21685,2013,Cole Aldrich,24,SAC,15
21686,2013,LaMarcus Aldridge,27,POR,74
21687,2013,Lavoy Allen,23,PHI,79
21688,2013,Ray Allen,37,MIA,79
21689,2013,Tony Allen,31,MEM,79
21690,2013,Al-Farouq Aminu,22,NOH,76
21691,2013,Lou Amundson,30,TOT,39
21692,2013,Lou Amundson,30,MIN,20
21693,2013,Lou Amundson,30,CHI,1
21694,2013,Lou Amundson,30,NOH,18
21695,2013,Chris Andersen,34,MIA,42
21696,2013,Alan Anderson,30,TOR,65
21697,2013,James Anderson,23,TOT,39
21698,2013,James Anderson,23,SAS,10
21699,2013,James Anderson,23,HOU,29
21700,2013,Ryan Anderson,24,NOH,81
21701,2013,Carmelo Anthony,28,NYK,67
21702,2013,Joel Anthony,30,MIA,62
21703,2013,Trevor Ariza,27,WAS,56
21704,2013,Darrell Arthur,24,MEM,59
21705,2013,Omer Asik,26,HOU,82
21706,2013,D.J. Augustin,25,IND,76
21707,2013,Gustavo Ayon,27,TOT,55
21708,2013,Gustavo Ayon,27,ORL,43
21709,2013,Gustavo Ayon,27,MIL,12
21710,2013,Jeff Ayres,25,IND,37
21711,2013,Luke Babbitt,23,POR,62
21712,2013,Leandro Barbosa,30,BOS,41
21713,2013,J.J. Barea,28,MIN,74
21714,2013,Andrea Bargnani,27,TOR,35
21715,2013,Harrison Barnes,20,GSW,81
21716,2013,Matt Barnes,32,LAC,80
21717,2013,Earl Barron,31,TOT,12
21718,2013,Earl Barron,31,WAS,11
21719,2013,Earl Barron,31,NYK,1
21720,2013,Will Barton,22,POR,73
21721,2013,Brandon Bass,27,BOS,81
21722,2013,Shane Battier,34,MIA,72
21723,2013,Nicolas Batum,24,POR,73
21724,2013,Jerryd Bayless,24,MEM,80
21725,2013,Aron Baynes,26,SAS,16
21726,2013,Kent Bazemore,23,GSW,61
21727,2013,Bradley Beal,19,WAS,56
21728,2013,Michael Beasley,24,PHO,75
21729,2013,Rodrigue Beaubois,24,DAL,45
21730,2013,Marco Belinelli,26,CHI,73
21731,2013,Patrick Beverley,24,HOU,41
21732,2013,Andris Biedrins,26,GSW,53
21733,2013,Chauncey Billups,36,LAC,22
21734,2013,Bismack Biyombo,20,CHA,80
21735,2013,DeJuan Blair,23,SAS,61
21736,2013,Steve Blake,32,LAL,45
21737,2013,Andray Blatche,26,BRK,82
21738,2013,Eric Bledsoe,23,LAC,76
21739,2013,Keith Bogans,32,BRK,74
21740,2013,Andrew Bogut,28,GSW,32
21741,2013,Matt Bonner,32,SAS,68
21742,2013,Trevor Booker,25,WAS,48
21743,2013,Carlos Boozer,31,CHI,79
21744,2013,Chris Bosh,28,MIA,74
21745,2013,Avery Bradley,22,BOS,50
21746,2013,Elton Brand,33,DAL,72
21747,2013,Corey Brewer,26,DEN,82
21748,2013,Ronnie Brewer,27,TOT,60
21749,2013,Ronnie Brewer,27,NYK,46
21750,2013,Ronnie Brewer,27,OKC,14
21751,2013,Aaron Brooks,28,TOT,53
21752,2013,Aaron Brooks,28,SAC,46
21753,2013,Aaron Brooks,28,HOU,7
21754,2013,MarShon Brooks,24,BRK,73
21755,2013,Kwame Brown,30,PHI,22
21756,2013,Shannon Brown,27,PHO,59
21757,2013,Kobe Bryant,34,LAL,78
21758,2013,Chase Budinger,24,MIN,23
21759,2013,Alec Burks,21,UTA,64
21760,2013,Caron Butler,32,LAC,78
21761,2013,Jimmy Butler,23,CHI,82
21762,2013,Will Bynum,30,DET,65
21763,2013,Jose Calderon,31,TOT,73
21764,2013,Jose Calderon,31,TOR,45
21765,2013,Jose Calderon,31,DET,28
21766,2013,Marcus Camby,38,NYK,24
21767,2013,DeMarre Carroll,26,UTA,66
21768,2013,Matt Carroll,32,CHA,1
21769,2013,Vince Carter,36,DAL,81
21770,2013,Omri Casspi,24,CLE,43
21771,2013,Mario Chalmers,26,MIA,77
21772,2013,Tyson Chandler,30,NYK,66
21773,2013,Wilson Chandler,25,DEN,43
21774,2013,Josh Childress,29,BRK,14
21775,2013,Earl Clark,25,LAL,59
21776,2013,Victor Claver,24,POR,49
21777,2013,Norris Cole,24,MIA,80
21778,2013,Jason Collins,34,TOT,38
21779,2013,Jason Collins,34,BOS,32
21780,2013,Jason Collins,34,WAS,6
21781,2013,Darren Collison,25,DAL,81
21782,2013,Nick Collison,32,OKC,81
21783,2013,Mike Conley,25,MEM,80
21784,2013,Will Conroy,30,MIN,4
21785,2013,Daequan Cook,25,TOT,49
21786,2013,Daequan Cook,25,HOU,16
21787,2013,Daequan Cook,25,CHI,33
21788,2013,Chris Copeland,28,NYK,56
21789,2013,DeMarcus Cousins,22,SAC,75
21790,2013,Jamal Crawford,32,LAC,76
21791,2013,Jordan Crawford,24,TOT,70
21792,2013,Jordan Crawford,24,WAS,43
21793,2013,Jordan Crawford,24,BOS,27
21794,2013,Jae Crowder,22,DAL,78
21795,2013,Dante Cunningham,25,MIN,80
21796,2013,Jared Cunningham,21,DAL,8
21797,2013,Eddy Curry,30,DAL,2
21798,2013,Stephen Curry,24,GSW,78
21799,2013,Samuel Dalembert,31,MIL,47
21800,2013,Marquis Daniels,32,MIL,59
21801,2013,Anthony Davis,19,NOH,64
21802,2013,Ed Davis,23,TOT,81
21803,2013,Ed Davis,23,TOR,45
21804,2013,Ed Davis,23,MEM,36
21805,2013,Glen Davis,27,ORL,34
21806,2013,Austin Daye,24,TOT,55
21807,2013,Austin Daye,24,DET,24
21808,2013,Austin Daye,24,MEM,31
21809,2013,Nando De,25,SAS,72
21810,2013,Carlos Delfino,30,HOU,67
21811,2013,Luol Deng,27,CHI,75
21812,2013,Justin Dentmon,27,DAL,2
21813,2013,DeMar DeRozan,23,TOR,82
21814,2013,Boris Diaw,30,SAS,75
21815,2013,DeSagana Diop,31,CHA,22
21816,2013,Keyon Dooling,32,MEM,7
21817,2013,Toney Douglas,26,TOT,71
21818,2013,Toney Douglas,26,HOU,49
21819,2013,Toney Douglas,26,SAC,22
21820,2013,Chris Douglas-Roberts,26,DAL,6
21821,2013,Goran Dragic,26,PHO,77
21822,2013,Andre Drummond,19,DET,60
21823,2013,Jared Dudley,27,PHO,79
21824,2013,Chris Duhon,30,LAL,46
21825,2013,Tim Duncan,36,SAS,69
21826,2013,Mike Dunleavy,32,MIL,75
21827,2013,Kevin Durant,24,OKC,81
21828,2013,Devin Ebanks,23,LAL,19
21829,2013,Wayne Ellington,25,TOT,78
21830,2013,Wayne Ellington,25,MEM,40
21831,2013,Wayne Ellington,25,CLE,38
21832,2013,Monta Ellis,27,MIL,82
21833,2013,Kim English,24,DET,41
21834,2013,Jeremy Evans,25,UTA,37
21835,2013,Reggie Evans,32,BRK,80
21836,2013,Tyreke Evans,23,SAC,65
21837,2013,Festus Ezeli,23,GSW,78
21838,2013,Kenneth Faried,23,DEN,80
21839,2013,Derrick Favors,21,UTA,77
21840,2013,Raymond Felton,28,NYK,68
21841,2013,Landry Fields,24,TOR,51
21842,2013,Derek Fisher,38,TOT,33
21843,2013,Derek Fisher,38,DAL,9
21844,2013,Derek Fisher,38,OKC,24
21845,2013,Evan Fournier,20,DEN,38
21846,2013,Randy Foye,29,UTA,82
21847,2013,Jimmer Fredette,23,SAC,69
21848,2013,Joel Freeland,25,POR,51
21849,2013,Danilo Gallinari,24,DEN,71
21850,2013,Francisco Garcia,31,TOT,58
21851,2013,Francisco Garcia,31,SAC,40
